YEAR,1. Who is your neighborhood community organizer?,2. What type of garden do you have?,3. How long have you been growing with Home Gardens?,4. Did you garden this year?,"If you did NOT garden this year, please explain why.","5. Did you get enough seeds and starts for your garden? If no, please explain.",6. Has your fruit and vegetable consumption increased since gardening with Home Gardens?,7. Has growing a garden reduced the amount of times you visited a food pantry this season?,8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling optimistic about the future],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling useful] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido útil],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling relaxed]/ 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido relajado/a],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been dealing with problems well] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado lidiando bien con los problemas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been thinking clearly] 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He estado pensando claramente],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been feeling close to other people] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [Me he sentido cerca de otras personas],8. Below are some statements about feelings and thoughts. Check the box that best describes your experience since you started gardening with Home Gardens. [I've been able to make up my own mind about things] / 8. A continuación se presentan algunas afirmaciones sobre sentimientos y pensamientos. Marque la opción que mejor describa su experiencia desde que ingreso al programa de Home Gardens. [He podido tomar mis propias decisiones],"9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Growing food?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Cooking or preparing fresh produce?]","9. Since joining the Home Gardens program, did you increase your knowledge/skill in... [Using natural ingredients to make green cleaning products?]",10. Because of your garden did you? [Share produce from your garden with people outside your household? ],10. Because of your garden did you? [Meet any new neighbors?],10. Because of your garden did you? [Save money on groceries?],"10. Because of your garden did you? [Preserve (freeze, can, dry, pickle) any produce from your garden?]",16. Because of your garden did you....? [Experience any therapeutic (mental/emotional wellbeing) benefits from your garden?],11. Did having a garden increase your level of physical activity?,12. Please describe you and your family's experience in your garden this year.,13. Are there any workshops or skills training you would like to attend in the future?,"14. Did you receive the culturally relevant plants that you needed? If not, what items can we provide for you in the future? / 14. ¿Recibió las plantas culturalmente relevantes que necesitaba? Yes no, ¿qué artículos podrían proporcionarle?",15. How is your relationship with your community organizer? How could your community organizer better support you?,16. How often do you talk with your community organizer?,17. Is there anything else you would like us to know?,20. What were your favorite parts of gardening this year? ,6. Did you get plant starts from Plant Distribution Day?,"11. Did you participate in the CSA (Food Box) Program this year? 
",13. Do you have children in your home? (select all that apply),14. Did having a vegetable garden change your children's interest in eating fresh fruits and veggies?,"15. If you have school-aged children in your household, what school(s) are they enrolled in?",17. Did you attend a Growing Gardens virtual workshop or in-person class this season?,"If you did NOT attend a virtual workshop, let us know why (check all that apply):",21. What else would you like the see the Home Gardens program do in the future?,11. Did you receive a produce or food box from Growing Gardens at any time during the pandemic?,"9. In what ways has the garden been a benefit to you, your children or your community? (2018) "
2024,Kathy (East Portland/Gresham),In-Ground,This is my second year,Yes,,yes,No,I do not visit food pantries anyway.,All of the time,All of the time,Some of the time,Some of the time,Some of the time,Often,All of the time,Yes,No,No,Yes,No,Yes,Yes,,I was MORE physically active because of the garden,Always a good feeling when you put a seed in the ground and harvest from it. It relaxes you. It's therapeutic.,"Green cleaning, food preservation, pest prevention.","Yes, but I got only what was available. I didn't fully make use of what I got.",By having a group of people in the Spring-revamp my garden. Have people pull weeds weekly.,Once per month,Troubleshooting your existing plants by replanting them and seeing if repurposing their growth to minimize the slug problem.,,,,,,,,,,,
2024,Camilo (North Portland),Containers,This is my first year,Yes,,yes,Not sure,I do not visit food pantries anyway.,Often,Often,Often,Often,All of the time,Some of the time,Often,Yes,Not sure,Not sure,No,Yes,Yes,No,,I was MORE physically active because of the garden,we have been in involved together with the kids trying to give them the knowledge we did not have. it's been pretty great!,Yes if there are classes on when to plant winter plants how to maintain them and what they are that would be great!,"an aloe,epazote and/or verdolagas would be amazing",that are pretty great,Once per season,Really appreciate everything that is done for the community!,,,,,,,,,,,
2024,Isabel (Cully/Parkrose),Raised bed,This is my first year,Yes,,,Yes,I do not visit food pantries anyway.,All of the time,All of the time,Often,Often,All of the time,All of the time,All of the time,Yes,Yes,No,Yes,No,Yes,No,,I was MORE physically active because of the garden,I had a garden for the first time this year and it was such a fun activity to show the growth to my parents and have my friends over to eat all my salad!,Seed starter training,I did not receive any plants this year but I did get sufficient soil!,Isabel has been wonderful in checking in and supporting my garden,Once per season,I appreciate the help!,,,,,,,,,,,
2024,Kathy (East Portland/Gresham),Raised bed,This is my first year,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Yes,No,Yes,No,Yes,No,,I was MORE physically active because of the garden,I enjoy going to my garden and harvesting foods to eat.,"Green cleaning, birdhouse workshop.",I was happy with what I received.,You are doing great job!!!,Once per season,"Not presently, I am enjoying this opportunity and my new garden bed.",,,,,,,,,,,
2024,Kathy (East Portland/Gresham),In-Ground,This is my first year,Yes,,"No, I could have used more",Yes,I went to food pantries and received emergency food boxes LESS often,Often,All of the time,All of the time,Often,Often,Often,Often,Yes,Yes,No,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,very relaxing and having my children involved in gardening and important to educate them for sustainability,"Anything, and everything to do with gardening, preserving foods, green cleaning","More native plants, indigenous plants.",More in-person workshops.,Once per season,I appreciate their are programs like this that help families learn more about growing foods. It really helps with mental health-and needs more advocates. I feel blessed I got into this program and will be happy to pass on the learning experience.,,,,,,,,,,,
2024,Kathy (East Portland/Gresham),In-Ground,This is my second year,Yes,A bit,yes,Yes,Not sure,Some of the time,Some of the time,Some of the time,Often,Often,Some of the time,Often,Yes,Yes,No,No,No,Not sure,No,,I was MORE physically active because of the garden,A learning curve since we hadn't grown foods before.,Cleaning with green products.,No,Check-ins,Once per season,no,,,,,,,,,,,
2024,Lindsay (North Clackamas),Raised bed,This is my third year,Yes,,"no, would have liked more starts - spinach, squash, tomatoes, tomatillos",Yes,No,Rarely,Some of the time,Rarely,Some of the time,Some of the time,Some of the time,Often,Yes,No,No,Yes,No,Yes,Yes,,I was MORE physically active because of the garden,"I have worked in my garden consistently, it brings me a lot of jjoy and many people have commented on how beautiful it is, although I have a hard time raising food crops to fruition - think it is because of my acidic soil from my oak trees. My son has helped me in the garden as well.","Mushroom growing, fruit tree and vine care","no - would like lots of tomatillos, would also like some hardy kiwis and grape vines, fig starts.",More starts,Once per season,"I really appreciate the food boxes you bring in the summer, they make a huge difference in our food budget and quality of meals",,,,,,,,,,,
2024,Kathy (East Portland/Gresham),Containers,This is my second year,Yes,A little bit,"Yes, I love the flowers the most",No,I do not visit food pantries anyway.,Some of the time,Often,Rarely,Often,Often,All of the time,All of the time,No,No,No,No,No,No,No,,I was MORE physically active because of the garden,great therapy,Not necessarily,"No, more flowers","Check ins, and with indoor plants",Once per season,No,,,,,,,,,,,
2024,Kathy (East Portland/Gresham),In-Ground,This is my third year,Yes,,yes,Yes,I went to food pantries and received emergency food boxes LESS often,Some of the time,All of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Yes,Yes,No,Yes,Yes,No,No,,I was MORE physically active because of the garden,I learned a lot of skills about which food I was growing.,"How to grow and take care of the plants, how to prepare foods, how to save foods.","No, pumpkin, eggplant, long bean, yellow bean, green bean, purple long bean. Bitter fruit.","Seeds and plants, workshops.",Once per season,No,,,,,,,,,,,
2024,Ceci (Washington County),In-Ground,This is my first year,No,Because it was installed just a few weeks ago,"Not yet, just started the program",Not sure,Not sure,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Not sure,Not sure,Not sure,Not sure,Not sure,No,Not sure,,I was LESS physically active because of the gardent sure,We are excited to start this program,Not sure,Not yet,She is great,Once per season,No,,,,,,,,,,,
2024,Shireen (North Portland),Raised bed,This is my first year,Yes,,Yes,Yes,I do not visit food pantries anyway.,Often,Often,Often,Often,Often,Often,Often,Yes,Yes,Yes,Yes,No,Yes,No,,I was LESS physically active because of the garden,Good,Vegan cooking,Yes,Nothing she is doing fine,Once per season,No,,,,,,,,,,,
2024,Kathy (East Portland/Gresham),In-Ground,This is my first year,Yes,,Yes,Yes,I do not visit food pantries anyway.,Some of the time,Some of the time,Some of the time,Rarely,Rarely,Some of the time,Some of the time,Yes,Yes,Yes,Not sure,No,No,Not sure,,I was MORE physically active because of the garden,Fresh tomatoes and chilies so good,Yes,Yes,"With some soil, bed and some gardening supplies",Once per season,Very helpful I love to do gardening,,,,,,,,,,,
2024,Kathy (East Portland/Gresham),In-Ground,This is my second year,Yes,,Yes plenty,Yes,I went to food pantries and received emergency food boxes LESS often,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Often,Often,Yes,Yes,Yes,Yes,No,Yes,Yes,,I was MORE physically active because of the garden,More time together,Not sure,Yes,Myself communicate more,Once per season,No,,,,,,,,,,,
2024,Carolina (North Clackamas),Containers,This is my second year,Yes,N/A,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,Often,Often,All of the time,Often,All of the time,All of the time,All of the time,Yes,Yes,Yes,No,Yes,Yes,Yes,,I was MORE physically active because of the garden,We enjoy making salsa from fresh vegetables,Preparing the soil,Yes,Maintaining contact - a phone call here in there,Once per season,Not right now,,,,,,,,,,,
2024,Kathy (East Portland/Gresham),In-Ground,This is my first year,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,Often,Often,Often,Some of the time,Some of the time,Some of the time,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,We were able to garden successfully this year we have been trying for a few years since we’ve moved here.,Any and all,Yes,I only received 1 plot. I was supposed to get 2,Once per season,No. Thank you so much,,,,,,,,,,,
2024,Cat (Southeast Portland),Raised bed,This is my third year,Yes,,Yes! Love the program thank you!,Yes,Not sure,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,Still learning but I feel more confident in what I'm doing,"Yes, any that are in my neighborhood.",Yes,Miss Cat is the best. She is so helpful.,Once per season,Thank you so much for all you do. You guys are awesome!,,,,,,,,,,,
2024,Camilo (North Portland),In-Ground,This is my third year,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,Often,All of the time,All of the time,Rarely,Some of the time,All of the time,All of the time,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,Communication about growing our plant good and the bad growth.,No,Mustard and turnip greens,Gardening view,Once per week,No,,,,,,,,,,,
2024,Camilo (North Portland),Raised bed,This is my third year,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Often,Yes,Yes,No,Yes,Yes,No,Yes,,I was MORE physically active because of the garden,"Getting out in the garden with the grandkids and watching them, fresh vegetables and eating them","Canning, and seed harvesting or saving",Yes,N/a He’s good,Once per week,No,,,,,,,,,,,
2024,Angelica (East Portland/Gresham),In-Ground,This is my second year,Yes,,Yes i did,Yes,I went to food pantries and received emergency food boxes LESS often,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,It's been wonderful because we plant as a family. And that's helps our family to be more healthy and happy. It was wondering getting our hands dirty to prepare the soil.,Cooking more health meeals with what we grow.,Yes I did,By being able to stay in this program for longer time.,Once per week,Thank you for everything is been really helpful.,,,,,,,,,,,
2024,Amber (Cully/Parkrose),In-Ground,This is my first year,Yes,,Yes,Not sure,Not sure,None of the time,Some of the time,Rarely,Rarely,Rarely,None of the time,Rarely,Yes,No,No,Yes,Yes,Yes,No,,I was MORE physically active because of the garden,Our garden was much more productive than previous years thanks to growing garden’s amendments,I don’t know,"There were produce boxes made available but often they would run out before I could get it so I stopped trying. At first, before she moved, Tammy would bring me produce and that was a huge help because I don’t always have a car.",Just be understanding that I can’t always participate in extra activities because I have a 5 yr old and not a lot of energy. I am thankful for everything you all do.,Our community organizer is new,No,,,,,,,,,,,
2024,Angelica (Este de Portland/Gresham),In-Ground,This is my first year,Yes,,Yes,Yes,Yes,All of the time,All of the time,All of the time,Often,All of the time,All of the time,All of the time,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,Vegetables were better and organic,Everything interests me,Yes,Supporting,Often,,,,,,,,,,,,
2024,Angelica (Este de Portland/Gresham),Raised bed,This is my first year,Yes,Yes,Yes,Yes,No,Often,All of the time,Often,Often,All of the time,Often,All of the time,Yes,Yes,No,No,No,Yes,No,,I was MORE physically active because of the garden,I really like all the information you give me,Yes how to combat the pest of fruit trees,Yes,All is excellent,As needed,,,,,,,,,,,,
2024,Lindsay (North Clackamas),Raised bed,This is my first year,Yes,,Would prefer more of a vegetable and herb selection,Yes,I went to food pantries and received emergency food boxes LESS often,Often,Often,All of the time,Some of the time,Often,Rarely,All of the time,Yes,No,No,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,I wasn’t in nearly as much pain since I now have a raised bed and I had so much room for planting in it,How to can food and how to test my soil.,N/a,Better selection of veggies and herbs throughout the year. Are there any places I can donate my excess crops?,Several times per year,How much I appreciate your program!,,,,,,,,,,,
2024,Cat (Southeast Portland),Raised bed,This is my first year,Yes,,Yes,Yes,I went to food pantries and received emergency food boxes LESS often,Some of the time,Some of the time,Rarely,Some of the time,Often,Some of the time,Some of the time,Yes,Not sure,No,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,"We planted our initial garden with friends. We had two tomato plant transfers from my hydroponics system, two tomatillo starts, an assortment of peppers, two zucchini plants, two cucumber plants, some strawberries starts, mustard seed starts, and kale starts, corn and bean seeds all from growing gardens. The strawberries did not produce. The cucumber was actually yellow melon and died from disease. The kale was eaten early on by caterpillars. The tomatillos exploded but then failed to yield much produce because I failed to trim it. The tomatoes fell over the side of the box from weight and then failed to turn red. The corn produced one ear and it was inedible. The mustard seed starts grew well and we saved some seeds for next year. The lettuce did not turn the right color green and was inedible.","Fall gardening, what to expect from different plants (i.e. zucchini will never stop growing in size)",Yes,I was not assigned a garden mentor until late and as a result had many issues with my grow. Consistent pre schedule visits would have been beneficial for me.,Three times,Please assign garden mentor and do a meet and greet before handing out plant starts.,,,,,,,,,,,
2024,Isabel (Cully/Parkrose),Raised bed,This is my first year,Yes,,Yes,Yes,Yes,Often,Often,Often,Some of the time,Often,Often,Some of the time,Yes,Yes,Yes,Yes,No,Yes,Yes,,I was MORE physically active because of the garden,"I feel healthier, happier, more relaxed.",How to learn to have an abundant harvest.,Chiltepin,To call me more often.,Once a month,,,,,,,,,,,,
2024,Angelica (Este de Portland/Gresham),Raised bed,This is my second year,Yes,,,Yes,Yes,Some of the time,Often,Often,Often,All of the time,Often,Often,Yes,Yes,Not sure,Yes,Yes,Yes,Yes,,I was MORE physically active because of the garden,Todos participamos en grupos cada uno siembra una cosa,Learn how to improve my garden,"Tools, chemicals and more plants",I would like more land than what we were given if we can,Once a month,,,,,,,,,,,,
